time,element,bbox_px,color_hex,text,click,navigation
"107.20s","WhiteCard","(10,360,340,360)","#FFFDFF","","No",""
"107.20s","WhiteCard","(10,724,340,53)","#F3F0F3","","No",""
"107.30s","Header","(0,0,360,129)","#A81E37","","No",""
"107.30s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.30s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.30s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.30s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.40s","Header","(0,0,360,129)","#A81E37","","No",""
"107.40s","WhiteCard","(10,132,340,220)","#FEFBFE","","No",""
"107.40s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.40s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.50s","Header","(0,0,360,129)","#A81E37","","No",""
"107.50s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.50s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.50s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.50s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.60s","Header","(0,0,360,129)","#A91F38","","No",""
"107.60s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.60s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.60s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.60s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.70s","Header","(0,0,360,129)","#A91F38","","No",""
"107.70s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.70s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.70s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.70s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.80s","Header","(0,0,360,129)","#A91F38","","No",""
"107.80s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.80s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.80s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.80s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"107.90s","Header","(0,0,360,129)","#A91F38","","No",""
"107.90s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"107.90s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"107.90s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"107.90s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.00s","Header","(0,0,360,129)","#A91F38","","No",""
"108.00s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.00s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.00s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.00s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.10s","Header","(0,0,360,129)","#A91F38","","No",""
"108.10s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.10s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.10s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.10s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.20s","Header","(0,0,360,129)","#A91F38","","No",""
"108.20s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.20s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.20s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.20s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.30s","Header","(0,0,360,129)","#A91F38","","No",""
"108.30s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.30s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.30s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.30s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.40s","Header","(0,0,360,129)","#A91F38","","No",""
"108.40s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.40s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.40s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.40s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.50s","Header","(0,0,360,129)","#A91F38","","No",""
"108.50s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.50s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.50s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.50s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.60s","Header","(0,0,360,129)","#A91F38","","No",""
"108.60s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.60s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.60s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.60s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.70s","Header","(0,0,360,129)","#A91F38","","No",""
"108.70s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.70s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.70s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.70s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.80s","Header","(0,0,360,129)","#A91F38","","No",""
"108.80s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.80s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.80s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.80s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"108.90s","Header","(0,0,360,129)","#A91F38","","No",""
"108.90s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"108.90s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"108.90s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"108.90s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"109.00s","Header","(0,0,360,129)","#A91F38","","No",""
"109.00s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"109.00s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"109.00s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"109.00s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"109.10s","Header","(0,0,360,129)","#A91F38","","No",""
"109.10s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"109.10s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"109.10s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"109.10s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"109.20s","Header","(0,0,360,129)","#A91F38","","No",""
"109.20s","WhiteCard","(10,132,340,68)","#FFFDFF","","No",""
"109.20s","WhiteCard","(10,204,340,148)","#FFFDFF","","No",""
"109.20s","WhiteCard","(10,360,340,360)","#FFFCFF","","No",""
"109.20s","WhiteCard","(10,724,340,53)","#F4F1F4","","No",""
"109.30s","Header","(0,0,360,101)","#860003","","No",""
"109.30s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"109.30s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.30s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.40s","Header","(0,0,360,101)","#860003","","No",""
"109.40s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"109.40s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.40s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.50s","Header","(0,0,360,103)","#860003","","No",""
"109.50s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"109.50s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.50s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.60s","Header","(0,0,360,103)","#860003","","No",""
"109.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"109.60s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.60s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.70s","Header","(0,0,360,103)","#860003","","No",""
"109.70s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"109.70s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.70s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.80s","Header","(0,0,360,103)","#860003","","No",""
"109.80s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"109.80s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.80s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"109.90s","Header","(0,0,360,103)","#860003","","No",""
"109.90s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"109.90s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"109.90s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.00s","Header","(0,0,360,103)","#860003","","No",""
"110.00s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.00s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.00s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.10s","Header","(0,0,360,103)","#860003","","No",""
"110.10s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.10s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.10s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.20s","Header","(0,0,360,103)","#860003","","No",""
"110.20s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.20s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.20s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.30s","Header","(0,0,360,103)","#860003","","No",""
"110.30s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.30s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.30s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.40s","Header","(0,0,360,103)","#860003","","No",""
"110.40s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.40s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.40s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.50s","Header","(0,0,360,103)","#860003","","No",""
"110.50s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.50s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.50s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.60s","Header","(0,0,360,103)","#860003","","No",""
"110.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.60s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.60s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.70s","Header","(0,0,360,103)","#860003","","No",""
"110.70s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"110.70s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"110.70s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"110.80s","Header","(0,0,360,101)","#8A0002","","No",""
"110.80s","WhiteCard","(10,104,340,52)","#FFFDFF","","No",""
"110.80s","WhiteCard","(10,160,340,140)","#FFFDFF","","No",""
"110.80s","WhiteCard","(10,304,340,196)","#FFFDFF","","No",""
"110.80s","WhiteCard","(10,504,340,273)","#FFFDFF","","No",""
"110.90s","Header","(0,0,360,101)","#8A0002","","No",""
"110.90s","WhiteCard","(10,104,340,120)","#FFFDFF","","No",""
"110.90s","WhiteCard","(10,228,340,52)","#FFFDFF","","No",""
"110.90s","WhiteCard","(10,284,340,196)","#FFFDFF","","No",""
"110.90s","WhiteCard","(10,484,340,293)","#FFFDFF","","No",""
"111.00s","Header","(0,0,360,101)","#8A0002","","No",""
"111.00s","WhiteCard","(10,104,340,112)","#FFFDFF","","No",""
"111.00s","WhiteCard","(10,220,340,244)","#FFFDFF","","No",""
"111.00s","WhiteCard","(10,468,340,309)","#FFFDFF","","No",""
"111.10s","Header","(0,0,360,101)","#8A0002","","No",""
"111.10s","WhiteCard","(10,104,340,364)","#FFFDFF","","No",""
"111.10s","WhiteCard","(10,472,340,305)","#FFFDFF","","No",""
"111.20s","Header","(0,0,360,101)","#8A0002","","No",""
"111.20s","WhiteCard","(10,104,340,364)","#FFFDFF","","No",""
"111.20s","WhiteCard","(10,472,340,305)","#FFFDFF","","No",""
"111.30s","Header","(0,0,360,101)","#8A0002","","No",""
"111.30s","WhiteCard","(10,104,340,364)","#FFFDFF","","No",""
"111.30s","WhiteCard","(10,472,340,305)","#FFFDFF","","No",""
"111.40s","Header","(0,0,360,103)","#8A0002","","No",""
"111.40s","WhiteCard","(10,104,340,673)","#FFFDFF","","No",""
"111.50s","Header","(0,0,360,103)","#8A0002","","No",""
"111.50s","WhiteCard","(10,104,340,40)","#FFFDFF","","No",""
"111.50s","WhiteCard","(10,148,340,140)","#FFFDFF","","No",""
"111.50s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"111.50s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"111.60s","Header","(0,0,360,103)","#8A0002","","No",""
"111.60s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"111.60s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"111.60s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"111.70s","Header","(0,0,360,101)","#8A0002","","No",""
"111.70s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"111.70s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"111.70s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"111.80s","Header","(0,0,360,101)","#8A0002","","No",""
"111.80s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"111.80s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"111.80s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"111.90s","Header","(0,0,360,101)","#8A0002","","No",""
"111.90s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"111.90s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"111.90s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.00s","Header","(0,0,360,101)","#8A0002","","No",""
"112.00s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.00s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.00s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.10s","Header","(0,0,360,101)","#8A0002","","No",""
"112.10s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.10s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.10s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.20s","Header","(0,0,360,101)","#8A0002","","No",""
"112.20s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.20s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.20s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.30s","Header","(0,0,360,101)","#8A0002","","No",""
"112.30s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.30s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.30s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.40s","Header","(0,0,360,101)","#8A0002","","No",""
"112.40s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.40s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.40s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.50s","Header","(0,0,360,101)","#8A0002","","No",""
"112.50s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.50s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.50s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.60s","Header","(0,0,360,101)","#8A0002","","No",""
"112.60s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.60s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.60s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.70s","Header","(0,0,360,101)","#8A0002","","No",""
"112.70s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.70s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.70s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.80s","Header","(0,0,360,101)","#8A0002","","No",""
"112.80s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.80s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.80s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"112.90s","Header","(0,0,360,101)","#8A0002","","No",""
"112.90s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"112.90s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"112.90s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"113.00s","Header","(0,0,360,101)","#8A0002","","No",""
"113.00s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"113.00s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"113.00s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"113.10s","Header","(0,0,360,101)","#8A0002","","No",""
"113.10s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"113.10s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"113.10s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"113.20s","Header","(0,0,360,101)","#8A0002","","No",""
"113.20s","WhiteCard","(10,104,340,184)","#FFFDFF","","No",""
"113.20s","WhiteCard","(10,292,340,196)","#FFFDFF","","No",""
"113.20s","WhiteCard","(10,492,340,285)","#FFFDFF","","No",""
"113.30s","Header","(0,0,360,103)","#860003","","No",""
"113.30s","WhiteCard","(10,104,340,420)","#FFFDFF","","No",""
"113.30s","WhiteCard","(10,528,340,249)","#FFFDFF","","No",""
"113.40s","Header","(0,0,360,103)","#860003","","No",""
"113.40s","WhiteCard","(10,104,340,76)","#FFFDFF","","No",""
"113.40s","WhiteCard","(10,184,340,593)","#FFFDFF","","No",""
"113.50s","Header","(0,0,360,103)","#860003","","No",""
"113.50s","WhiteCard","(10,104,340,76)","#FFFDFF","","No",""
"113.50s","WhiteCard","(10,184,340,340)","#FFFDFF","","No",""
"113.50s","WhiteCard","(10,528,340,249)","#FFFDFF","","No",""
"113.60s","Header","(0,0,360,103)","#860003","","No",""
"113.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"113.60s","WhiteCard","(10,176,340,140)","#FFFDFF","","No",""
"113.60s","WhiteCard","(10,320,340,196)","#FFFDFF","","No",""
"113.60s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"113.70s","Header","(0,0,360,103)","#860003","","No",""
"113.70s","WhiteCard","(10,104,340,212)","#FFFDFF","","No",""
"113.70s","WhiteCard","(10,320,340,196)","#FFFDFF","","No",""
"113.70s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"113.80s","Header","(0,0,360,103)","#860003","","No",""
"113.80s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"113.80s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"113.80s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"113.90s","Header","(0,0,360,103)","#860003","","No",""
"113.90s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"113.90s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"113.90s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.00s","Header","(0,0,360,103)","#860003","","No",""
"114.00s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"114.00s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.00s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.10s","Header","(0,0,360,103)","#860003","","No",""
"114.10s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"114.10s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.10s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.20s","Header","(0,0,360,103)","#860003","","No",""
"114.20s","WhiteCard","(10,104,340,72)","#FFFDFF","","No",""
"114.20s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.20s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.30s","Header","(0,0,360,103)","#860003","","No",""
"114.30s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.30s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.30s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.40s","Header","(0,0,360,103)","#860003","","No",""
"114.40s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.40s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.40s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.50s","Header","(0,0,360,103)","#860003","","No",""
"114.50s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.50s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.50s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.60s","Header","(0,0,360,103)","#860003","","No",""
"114.60s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.60s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.60s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.70s","Header","(0,0,360,103)","#860003","","No",""
"114.70s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.70s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.70s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"114.80s","Header","(0,0,360,103)","#860003","","No",""
"114.80s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"114.80s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"114.80s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
"115.10s","Header","(0,0,360,103)","#860003","","No",""
"115.10s","WhiteCard","(10,104,340,36)","#FFFDFF","","No",""
"115.10s","PrimaryButton","(10,445,340,67)","#B77781","","No",""
"115.20s","Header","(0,0,360,103)","#860003","","No",""
"115.20s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"115.20s","WhiteCard","(10,180,340,248)","#FFFDFF","","No",""
"115.20s","WhiteCard","(10,616,340,56)","#FCF9FC","","No",""
"115.20s","WhiteCard","(10,684,340,93)","#FCF9FC","","No",""
"115.30s","Header","(0,0,360,103)","#860003","","No",""
"115.30s","WhiteCard","(10,104,340,68)","#FFFDFF","","No",""
"115.30s","WhiteCard","(10,180,340,336)","#FFFDFF","","No",""
"115.30s","WhiteCard","(10,520,340,257)","#FFFDFF","","No",""
